高清直播,#genre#
四川卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221225487/2/1000.m3u8
四川卫视,http://39.134.52.153/huaweicdn.ln.chinaUnicom.com/PLTV/88888888/224/3221226488/1.m3u8
四川卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226407/1.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225621/index.m3u8
西藏卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221225723/2/1000.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226527/1.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8
新疆卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221225534/2/1000.m3u8
新疆卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226546/1.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
云南卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221225664/2/1000.m3u8
云南卫视,http://39.130.215.222:6410/gitv_live/G_YUNNAN-HD/G_YUNNAN-HD.m3u8
云南卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226543/1.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225636/index.m3u8
重庆卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221225612/2/1000.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226337/1.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
厦门卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221226199/2/1000.m3u8
厦门卫视,http://cstvalic.v.myalicdn.com/cstv/xiamen_1/index.m3u8
厦门卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221226199/index.m3u8
厦门卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226542/1.m3u8
东南卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221225585/2/1000.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226406/1.m3u8
东南卫视,http://ivi.bupt.edu.cn/hls/dnhd.m3u8
海南卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221226212/2/1000.m3u8
海南卫视,http://ivi.bupt.edu.cn/hls/lyhd.m3u8
海南卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225890/1.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
凤凰中文,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225900/index.m3u8
凤凰中文,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225942/1.m3u8
凤凰中文,http://39.134.176.157/PLTV/88888888/224/3221226368/index.m3u8
凤凰中文,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225942/1.m3u8
凤凰资讯,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225901/index.m3u8
凤凰资讯,http://112.17.40.140/PLTV/88888888/224/3221226491/index.m3u8
凤凰资讯,http://93.190.139.36:8278/streams/d/phoenixinfo_hd/playlist.m3u8
凤凰资讯,http://39.134.176.157/PLTV/88888888/224/3221226491/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
星空卫视,http://xiaojun.cyou/7108live/gt/xkws/live1.m3u8
奥亚卫视,https://live.mastvnet.com/4rlff1m/live.m3u8
康巴卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221226207/2/1000.m3u8
康巴卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221226207/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
兵团卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221225530/2/1000.m3u8
兵团卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221226200/index.m3u8
兵团卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226541/1.m3u8
兵团卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226859/index.m3u8
农林卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221226204/2/1000.m3u8
农林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221226204/index.m3u8
延边卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221226201/2/1000.m3u8
延边卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221226201/index.m3u8
安多卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221226195/2/1000.m3u8
安多卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221226195/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
三沙卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226544/1.m3u8
呼伦贝尔新闻综合,http://vod1.hrtonline.cn:1935/live/live100/500K/tzwj_video.m3u8
CETV-1,http://39.135.138.6:6610/PLTV/88888888/224/3221225917/2/1000.m3u8
CETV-1,http://hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226732/index.m3u8
CETV-1,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226494/1.m3u8
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://39.134.24.202/PLTV/88888888/224/3221225710/index.m3u8
CETV-2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226537/1.m3u8
CETV-3,http://ivi.bupt.edu.cn/hls/cetv3.m3u8
CETV-4,http://39.135.138.6:6610/PLTV/88888888/224/3221225969/2/1000.m3u8
CETV-4,http://39.135.138.59:18890/PLTV/88888910/224/3221225937/index.m3u8
CETV-4,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226557/1.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC高清电影,http://111.20.105.60:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://111.20.105.60:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://111.20.105.60:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
金鹰卡通,http://39.135.138.6:6610/PLTV/88888888/224/3221225721/2/1000.m3u8
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
金鹰卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225721/index.m3u8
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226845/index.m3u8
卡酷少儿,http://39.135.138.6:6610/PLTV/88888888/224/3221225677/2/1000.m3u8
卡酷少儿,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8
卡酷少儿,http://39.135.138.59:18890/PLTV/88888910/224/3221225677/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
嘉佳卡通,http://39.135.138.6:6610/PLTV/88888888/224/3221226193/2/1000.m3u8
嘉佳卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221226193/index.m3u8
嘉佳卡通,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226539/1.m3u8
嘉佳卡通,http://hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226744/index.m3u8
哈哈炫动,http://39.135.138.6:6610/PLTV/88888888/224/3221225720/2/1000.m3u8
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
哈哈炫动,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226421/1.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
优漫卡通,http://39.135.138.6:6610/PLTV/88888888/224/3221225665/2/1000.m3u8
优漫卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225665/index.m3u8
优漫卡通,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226420/1.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
海贼王,#genre#
第946集,https://b.mhqiyi.com/20201018/qPojqd2r/index.m3u8
第947集,https://b.mhqiyi.com/20201025/BLnJbQgZ/index.m3u8
第948集,https://b.mhqiyi.com/20201101/mFgMFXrA/index.m3u8
第949集,https://b.mhqiyi.com/20201108/LhczxAIN/index.m3u8
第950集,https://b.mhqiyi.com/20201114/vbuz1nay/index.m3u8
第951集,https://b.mhqiyi.com/20201122/Hjuy3jMk/index.m3u8
第952集,https://b.mhqiyi.com/20201129/Jckoxu4L/index.m3u8
第953集,https://b.mhqiyi.com/20201206/ycvWdV5r/index.m3u8
第954集,https://b.mhqiyi.com/20201213/nSdWrQJz/index.m3u8
第955集,https://c.mhqiyi.com/20201220/HPYw5Md0/index.m3u8
第956集,https://b.mhqiyi.com/20201227/WgnJBiL3/index.m3u8
第957集,https://d.mhqiyi.com/20210110/PbtuG2Ci/index.m3u8
第958集,https://d.mhqiyi.com/20210116/48Ypvb8t/index.m3u8
第959集,https://cdn-yong.bejingyongjiu.com/20210123/31304_beca43f1/1000k/hls/index.m3u8
第960集,https://cdn-yong.bejingyongjiu.com/20210130/31864_6b09fa6e/1000k/hls/index.m3u8
第961集,https://iqiyi.cdn9-okzy.com/20210207/22097_d1b854d6/index.m3u8
第962集,https://iqiyi.cdn9-okzy.com/20210214/22365_113dcfd6/index.m3u8
第963集,https://iqiyi.cdn9-okzy.com/20210221/22734_44e08df6/index.m3u8
第964集,https://iqiyi.cdn9-okzy.com/20210228/23028_e1312d40/index.m3u8
第965集,https://iqiyi.cdn9-okzy.com/20210307/23320_66f05749/index.m3u8
乡村爱情13,#genre#
第1集,https://n1.szjal.cn/20210216/0vujW4aJ/index.m3u8
第2集,https://n1.szjal.cn/20210216/29Zphl32/index.m3u8
第3集,https://n1.szjal.cn/20210216/ScBV8FHP/index.m3u8
第4集,https://n1.szjal.cn/20210216/JRD8bmKA/index.m3u8
第5集,https://n1.szjal.cn/20210217/sjyuycvq/index.m3u8
第6集,https://n1.szjal.cn/20210217/KqIDEsI9/index.m3u8
第7集,https://n1.szjal.cn/20210218/swhR2HAO/index.m3u8
第8集,https://n1.szjal.cn/20210218/EjKf9sYO/index.m3u8
第9集,https://n1.szjal.cn/20210219/tJ87ZvkF/index.m3u8
第10集,https://n1.szjal.cn/20210219/QYGgokNi/index.m3u8
第11集,https://n1.szjal.cn/20210223/0Q3FTRb1/index.m3u8
第12集,https://n1.szjal.cn/20210223/eNgXfb6H/index.m3u8
第13集,https://n1.szjal.cn/20210224/Uglr2o5H/index.m3u8
第14集,https://n1.szjal.cn/20210224/9Xr41YNj/index.m3u8
第15集,https://n1.szjal.cn/20210225/M6daoNC4/index.m3u8
第16集,https://n1.szjal.cn/20210225/rAHeMKR1/index.m3u8
第17集,https://n1.szjal.cn/20210226/mVwcO5yF/index.m3u8
第18集,https://n1.szjal.cn/20210226/fRlkguQ4/index.m3u8
第19集,https://n1.szjal.cn/20210302/XbAG1i5X/index.m3u8
第20集,https://n1.szjal.cn/20210302/DjzrEoxP/index.m3u8
第21集,https://n1.szjal.cn/20210303/KFW7FbmA/index.m3u8
第22集,https://n1.szjal.cn/20210303/DFAgAgv6/index.m3u8
第23集,https://n1.szjal.cn/20210304/cLwNDefg/index.m3u8
第24集,https://n1.szjal.cn/20210304/NlvaX5En/index.m3u8
第25集,https://n1.szjal.cn/20210305/9IIELOuc/index.m3u8
第26集,https://n1.szjal.cn/20210305/fQbbdBFl/index.m3u8
第27集,https://n1.szjal.cn/20210305/Tt5JArVg/index.m3u8
第28集,https://n1.szjal.cn/20210305/fqYoz9mH/index.m3u8
第29集,https://n1.szjal.cn/20210305/M3cQgQFJ/index.m3u8
第30集,https://n1.szjal.cn/20210305/3IpW4D1W/index.m3u8
第31集,https://n1.szjal.cn/20210312/oVdwKBav/index.m3u8
第32集,https://n1.szjal.cn/20210312/MCR1pqjD/index.m3u8
第33集,https://n1.szjal.cn/20210312/MXj10PBe/index.m3u8
第34集,https://n1.szjal.cn/20210312/EExJVVvi/index.m3u8
第35集,https://n1.szjal.cn/20210312/R6dNDfgc/index.m3u8
第36集,https://n1.szjal.cn/20210312/vVNlIfFo/index.m3u8
第37集,https://n1.szjal.cn/20210319/RxlbyMNQ/index.m3u8
第38集,https://n1.szjal.cn/20210319/rAaJr3Zn/index.m3u8
第39集,https://n1.szjal.cn/20210319/28xOeOvg/index.m3u8
第40集,https://n1.szjal.cn/20210319/nH1MUrmS/index.m3u8
有翡,#genre#
第1集,https://cache1.jhdyw.vip:8091/jianghu/qq/l0035xrq46y.m3u8
第2集,https://cache1.jhdyw.vip:8091/jianghu/qq/o0035aptr82.m3u8
第3集,https://cache2.jhdyw.vip:8090/jianghu/qq/i0035vqycwm.m3u8
第4集,https://cache2.jhdyw.vip:8090/jianghu/qq/j00351q5z1f.m3u8
第5集,https://cache2.jhdyw.vip:8090/jianghu/qq/b0035u8o04j.m3u8
第6集,https://cache2.jhdyw.vip:8090/jianghu/qq/v00351skgqs.m3u8
第7集,https://cache2.jhdyw.vip:8090/jianghu/qq/d00356isq5h.m3u8
第8集,https://cache2.jhdyw.vip:8090/jianghu/qq/h0035okziks.m3u8
第9集,https://cache2.jhdyw.vip:8090/jianghu/qq/a0035ac812x.m3u8
第10集,https://cache2.jhdyw.vip:8090/jianghu/qq/r0035o2wqcd.m3u8
第11集,https://cache2.jhdyw.vip:8090/jianghu/qq/f0035tnb3lx.m3u8
第12集,https://cache2.jhdyw.vip:8090/jianghu/qq/o0035e6sjol.m3u8
第13集,https://cache2.jhdyw.vip:8090/jianghu/qq/l0035wproi5.m3u8
第14集,https://cache2.jhdyw.vip:8090/jianghu/qq/a0035bz6sm5.m3u8
第15集,https://cache2.jhdyw.vip:8090/jianghu/qq/s0035iuqpmr.m3u8
第16集,https://cache2.jhdyw.vip:8090/jianghu/qq/e0035y1o1jw.m3u8
第17集,https://cache2.jhdyw.vip:8090/jianghu/qq/r0035dwk4gq.m3u8
第18集,https://cache2.jhdyw.vip:8090/jianghu/qq/n0035nb40pt.m3u8
第19集,https://cache2.jhdyw.vip:8090/jianghu/qq/v0035uhgpuf.m3u8
第20集,https://cache2.jhdyw.vip:8090/jianghu/qq/q00355sjdwg.m3u8
第21集,https://cache2.jhdyw.vip:8090/jianghu/qq/a0035ed4fqf.m3u8
第22集,https://cache2.jhdyw.vip:8090/jianghu/qq/e00351v4z78.m3u8
第23集,https://play.cdn-vd2.webcg.top/vhls/Zz4MnNCBnRADt2Ivp2XBZmWk5NmB7sXBo0fnCyRlzkigq60IWxh1tD3RrOozgG8YIvDo3LeZjlRtO6QuO7DtlRQmrLg.m3u8
第24集,https://play.cdn-vd2.webcg.top/vhls/3tNmB7sN2aJi4KrkAjnNmB7smRJFSN7EMx5QJ6h7CNO5hvu2DHj1lQm79EkWcN6ae6lFO5319uTNmB7simq7DDL0PJd1vQfpDLZENrv.m3u8
第25集,https://play.cdn-vd2.webcg.top/vhls/jtkNW63AlteMq0HA4uQWcN6aux8DpASNeyNmB7spukvBfFlyzwxf1hOsgRUcMcXxOnUvVPQvbwbluvLZPp9jdZKqzPOl8aY.m3u8
第26集,https://play.cdn-vd2.webcg.top/vhls/28Vp0IpKg4S8bJDkLZTyVIVztWc4Ed8WcN6a4zOsCQAWcN6aQHPcFgWcN6aWcN6aKgYtztO5k8hZ1LfYUmyISCaKrbs29sxIwutCH79.m3u8
第27集,https://play.cdn-vd2.webcg.top/vhls/HSDvJddwLRBjdIU2kIEjYcgIyNmB7sUVM2WgPoJTzbjJlGjIAWzT1UBJe6zPjKHPDKS9Rv1NQTw4xcgJNNmB7syOWseUgqu.m3u8
第28集,https://play.cdn-vd2.webcg.top/vhls/XKgzWpU7CcG4YgxpTFf5kD4IRkny8QAK3jSms5F8GDRLQFpKlLetFWSWcN6aj5lPhRJOf5BNmB7sXjoV1psAY2NmB7sTZ86Pl1J.m3u8
第29集,https://play.cdn-vd2.webcg.top/vhls/fWcN6arV3GIYj4WPkvfGyqeGvpUyjKsHs763YbyNjdvY9E9bsafoh077HJEj5fkpgL4uaSjv5rcgXKJ01XdjeIZ9CUU.m3u8
第30集,https://d.mhqiyi.com/20201231/0ZAznI4z/index.m3u8
第31集,https://d.mhqiyi.com/20201231/wjr5H1Jb/index.m3u8
第32集,https://d.mhqiyi.com/20201231/RtKtmVxq/index.m3u8
第33集,https://d.mhqiyi.com/20201231/bQYwGL58/index.m3u8
第34集,https://d.mhqiyi.com/20210105/7j8MwNyx/index.m3u8
第35集,https://play.cdn-vd2.webcg.top/vhls/u7uHwZzbi21XsGk4GqXBoZDzzbre6r6r04NVxC5pXzmRBvOrg7K0wn6CwyH68As0X3egl6ZjJDcf4mTxORQC0oU.m3u8
第36集,https://b.mhqiyi.com/20210104/0tZIPSdn/index.m3u8
第37集,https://v5.szjal.cn/20210105/LGqAVOAr/index.m3u8
第38集,https://v5.szjal.cn/20210105/AzLtlEG9/index.m3u8
第39集,https://v5.szjal.cn/20210106/pa9Purcn/index.m3u8
第40集,https://v5.szjal.cn/20210106/WUHC3Igo/index.m3u8
第41集,https://v5.szjal.cn/20210107/SrgJVZqf/index.m3u8
第42集,https://v5.szjal.cn/20210107/e875eA5x/index.m3u8
第43集,https://v5.szjal.cn/20210111/vHxrb1yz/index.m3u8
第44集,https://v5.szjal.cn/20210111/CP0cw09u/index.m3u8
第45集,https://v5.szjal.cn/20210112/ln4CLB4H/index.m3u8
第46集,https://v5.szjal.cn/20210112/xvig1jNe/index.m3u8
第47集,https://v5.szjal.cn/20210113/0hzzWarA/index.m3u8
第48集,https://v5.szjal.cn/20210113/7YuVYBSN/index.m3u8
第49集,https://v5.szjal.cn/20210114/2ufOBxsJ/index.m3u8
第50集,https://v5.szjal.cn/20210114/kfa32Rax/index.m3u8
第51集,https://v5.szjal.cn/20210114/mAyUG5Io/index.m3u8
